Water_Supply_Scheme,Sample_Code,EC,pH,Turbidity,TDS,Alkalinity,HCO3,CO3,Cl,SO4,Ca,Mg,Hardness,Na,K,NO3_N,PO_{4},F,Fe,As
,I/RWP/RAW/42/C/2,1922.0,7.1,0.34,1153.0,11.0,550,23.57196261682243,152.0,73.0,104.0,57.0,495.0,159.0,4.0,20.0,0.26,0.49,0.06,0.36
,I/RWP/RAW/42/C/3,1913.0,7.1,12.81,1147.0,11.4,570,23.57196261682243,170.0,81.0,104.0,53.0,480.0,182.0,7.0,13.0,0.23,0.5,0.04,0.69
Juhmat,I/RWP/RAW/41/C/1,1621.0,7.6,0.01,972.0,8.0,400,23.57196261682243,142.0,319.0,168.0,41.0,590.0,153.0,0.4,8.0,0.22,0.39,0.041,0.443
,I/RWP/RAW/41/C/2,2570.0,7.4,22.13,1542.0,10.0,500,23.57196261682243,149.0,774.0,96.0,56.0,470.0,371.0,1.0,10.0,0.21,0.72,0.031,0.53
Sagari,I/RWP/RAW/40/C/1,4740.0,6.9,0.09,2844.0,7.2,360,23.57196261682243,670.0,550.0,284.0,141.0,1290.0,411.0,7.0,7.0,0.22,0.4,0.033,0.86
,I/RWP/RAW/40/C/2,1045.0,7.7,0.05,627.0,8.6,430,23.57196261682243,53.0,74.0,48.0,49.0,320.0,145.0,1.0,8.0,0.27,0.7,0.045,0.84
Rajar,I/RWP/RAW/39/S/1,610.0,8.2,0.04,335.0,5.4,270,23.57196261682243,28.0,23.0,44.0,29.0,230.0,50.0,2.0,6.0,0.11,0.25,0.01,1.07
,I/RWP/RAW/39/C/1,636.0,7.6,1.65,349.0,5.2,260,23.57196261682243,28.0,24.0,52.0,30.0,255.0,54.0,2.2,6.0,0.17,0.23,0.02,0.412
,I/RWP/RAW/39/C/2,627.0,7.8,1.91,344.0,5.3,265,23.57196261682243,25.0,2.0,52.0,44.0,310.0,54.0,4.0,7.0,0.21,0.24,0.03,0.396
"Malik Colony
Nae Abadi",I/RWP/RAW/38/S/1,727.0,7.1,0.01,412.0,6.8,340,23.57196261682243,18.0,22.0,76.0,24.0,290.0,47.0,0.3,8.0,0.14,0.32,0.04,1.66
,I/RWP/RAW/38/C/1,736.0,7.4,0.02,404.0,6.4,320,23.57196261682243,21.0,23.0,84.0,27.0,320.0,48.0,0.4,7.0,0.19,0.31,0.09,0.49
,I/RWP/RAW/38/C/2,724.0,7.2,0.03,398.0,6.6,330,23.57196261682243,18.0,21.0,84.0,19.0,290.0,47.0,0.4,7.5,0.2,0.3,0.07,0.91
"Mandi
Mohallah",I/RWP/RAW/37/S/1,750.0,7.3,0.03,412.0,6.5,325,23.57196261682243,21.0,22.0,72.0,42.0,355.0,42.0,1.0,7.0,0.19,0.36,0.07,1.75
,I/RWP/RAW/37/C/1,754.0,7.2,0.04,414.0,6.4,320,23.57196261682243,21.0,8.0,78.0,18.0,270.0,43.0,0.5,7.0,0.17,0.36,0.001,0.73
,I/RWP/RAW/37/C/2,754.0,7.2,0.05,414.0,6.8,340,23.57196261682243,18.0,18.0,80.0,36.0,350.0,49.0,1.0,7.5,0.13,0.36,0.006,0.56
Takhti Tamma,G/RWP/RAW/09/S/1,639.0,7.7,0.03,357.0,3.0,150,23.57196261682243,67.0,68.0,44.0,15.79,175.0,74.0,5.2,0.4,0.1,0.28,0.007,1.418
,G/RWP/RAW/09/C/1,739.0,7.4,0.06,452.0,6.4,250,23.57196261682243,75.0,55.0,68.0,30.37,295.0,39.0,4.1,0.6,0.07,0.25,0.006,0.618
,G/RWP/RAW/08/C/2,1227.0,7.3,20.64,687.0,8.6,430,23.57196261682243,82.0,30.0,72.0,70.4,470.0,87.0,3.6,27.19,0.11246780551905389,0.52,0.008,2.319
,G/RWP/RAW/08/C/3,817.0,7.3,0.78,457.0,8.0,400,23.57196261682243,16.0,10.0,56.0,57.1,375.0,41.0,2.9,5.35,0.03,0.89,0.01,1.293
Talla Bajar,G/RWP/RAW/34/C/1,857.0,7.6,2.62,514.0,4.8,240,23.57196261682243,85.0,53.0,50.0,18.0,200.0,102.0,9.1,4.4,0.16,0.39,0.011,0.269
,G/RWP/RAW/34/C/3,850.0,7.8,2.75,510.0,4.6,230,23.57196261682243,96.0,49.0,46.0,21.0,200.0,104.0,73.4,4.1,0.1,0.4,0.04,0.132
,G/RWP/RAW/33/C/1,660.0,7.3,146.0,383.0,4.2,210,23.57196261682243,110.0,127.0,50.0,23.0,220.0,150.0,5.2,0.38,0.02,0.28,0.035,1.568
,G/RWP/RAW/33/C/2,1025.0,8.0,54.0,615.0,4.6,230,23.57196261682243,110.0,121.0,64.0,23.0,255.0,156.0,4.9,0.14,0.01,0.32,0.028,1.312
Adhwal,G/RWP/RAW/34/S/1,715.0,7.3,1.31,429.0,7.0,350,23.57196261682243,28.0,5.0,36.0,33.0,225.0,92.0,2.2,1.702,0.13,0.39,0.001,1.156
,G/RWP/RAW/34/C/1,1092.0,7.7,1.98,655.0,8.0,400,23.57196261682243,71.0,72.0,42.0,29.0,225.0,160.0,1.9,1.825,0.05,0.36,0.006,0.435
,G/RWP/RAW/34/C/2,1065.0,7.7,14.94,639.0,4.0,400,23.57196261682243,78.0,71.0,38.0,28.0,210.0,156.0,1.9,10.85,0.2,0.37,0.011,0.276
Chontra,G/RWP/RAW/33/S/1,528.0,7.3,0.04,306.0,5.0,250,23.57196261682243,11.0,25.0,70.0,16.0,240.0,28.0,2.6,0.845,0.18,0.15,0.021,1.54
,G/RWP/RAW/33/C/1,666.0,7.3,0.74,386.0,4.7,235,23.57196261682243,11.0,15.0,70.0,16.0,240.0,29.0,3.0,0.85,0.14,0.12,0.034,0.41
Bodial,G/RWP/RAW/29/S/1,564.0,7.4,0.08,690.0,6.8,340,23.57196261682243,67.0,75.0,58.0,11.0,190.0,50.0,90.0,14.85,0.2,0.22,0.026,1.245
,F/RWP/RAW/28/C/1,1240.0,7.1,0.27,744.0,7.8,390,23.57196261682243,60.0,102.0,102.0,32.0,385.0,102.0,16.7,12.75,0.21,0.15,0.023,0.804
,F/RWP/RAW/28/C/2,1250.0,7.3,0.09,750.0,7.4,370,23.57196261682243,78.0,118.0,90.0,38.0,380.0,102.0,20.9,14.71,0.17,0.13,0.004,0.93
,F/RWP/RAW/27/C/1,804.0,7.5,0.03,482.0,6.0,300,23.57196261682243,39.0,75.0,94.0,19.0,315.0,43.0,9.3,7.27,0.23,0.11,0.021,0.34
Adyala,F/RWP/RAW/26/S/1,1017.0,7.0,1.65,610.0,7.4,370,23.57196261682243,64.0,37.0,108.0,29.0,390.0,63.0,4.3,7.92,0.07,0.17,0.021,1.23
,F/RWP/RAW/26/C/1,939.0,7.7,0.02,536.0,7.0,350,23.57196261682243,64.0,29.0,100.0,24.3,350.0,63.0,4.3,5.92,0.31,0.18,0.017,0.715
,F/RWP/RAW/26/C/2,881.0,7.5,0.04,528.0,6.8,340,23.57196261682243,64.0,45.0,92.0,24.3,330.0,60.0,4.6,5.493,0.2,0.16,0.23,1.009
"Shah Pur
Syadan",F/RWP/RAW/25/S/1,564.0,7.2,14.44,539.0,6.9,345,23.57196261682243,58.0,29.0,86.0,26.73,325.0,61.0,10.7,4.567280442804428,0.25,0.25,0.009,2.57
,F/RWP/RAW/25/C/1,894.0,7.5,0.03,536.0,6.1,355,23.57196261682243,53.0,31.0,108.0,7.29,300.0,60.0,10.4,4.567280442804428,0.75,0.25,0.031,1.276
,F/RWP/RAW/25/C/2,894.0,7.3,0.02,536.0,6.8,340,23.57196261682243,53.0,38.0,108.0,7.29,300.0,59.0,10.3,4.567280442804428,0.52,0.25,0.007,1.143
"Lilla Kamal
Pur",H/RWP/RAW/17/C/1,1088.0,7.3,0.03,631.0,7.6,380,23.57196261682243,67.0,5.2,70.0,24.3,275.0,126.0,1.9,0.3,0.05,0.44,0.006,1.11
,H/RWP/RAW/17/C/2,958.0,7.3,0.18,555.0,8.0,400,23.57196261682243,35.0,1.5,68.0,6.07,145.0,92.0,1.6,1.5,0.04,0.45,0.097,0.57
,H/RWP/RAW/17/C/3,1022.0,7.3,0.06,623.0,8.2,410,23.57196261682243,25.0,12.0,58.0,17.01,215.0,120.0,1.7,9.8,0.02,0.43,0.01,0.41
"Mohra Kall
Parri",H/RWP/RAW/16/C/1,884.0,7.8,1.0,512.0,6.4,320,23.57196261682243,74.5,64.0,46.0,44.9,350.0,128.0,3.3,0.3,0.11246780551905389,0.31,0.009,2.12
,H/RWP/RAW/15/C/3,1152.0,7.5,2.34,702.0,8.4,420,23.57196261682243,78.0,58.0,96.0,46.1,430.0,94.0,7.2,0.92,0.04,0.23,0.007,0.761
"Kori Khuda
Baksh",H/RWP/RAW/13/C/1,2660.0,7.6,5.08,1704.0,11.8,590,23.57196261682243,283.0,315.0,52.0,46.17,320.0,510.0,3.7,41.02,0.03,0.76,0.006,1.776
Shakrial,H/RWP/RAW/11/S/1,470.0,7.3,0.74,258.0,4.3,215,23.57196261682243,14.0,26.0,50.0,23.0,22.0,11.0,1.5,0.7,0.01,0.27,0.011,2.13
,H/RWP/RAW/11/C/1,468.0,7.3,0.01,257.0,4.4,220,23.57196261682243,14.0,21.0,68.0,25.5,250.0,11.0,1.3,0.65,0.11246780551905389,0.27,0.01,1.76
,H/RWP/RAW/11/C/2,468.0,7.3,0.02,257.0,4.4,220,23.57196261682243,14.0,24.0,76.0,10.0,230.0,11.0,1.2,0.602,0.11246780551905389,0.29,0.002,1.593
,H/RWP/RAW/10/C/2,1601.0,7.6,1.78,880.0,7.2,360,23.57196261682243,128.0,184.0,66.0,40.0,330.0,245.0,2.2,27.79,0.02,0.48,0.009,0.014
,H/RWP/RAW/10/C/3,1863.0,7.4,3.31,1043.0,8.0,400,23.57196261682243,124.0,265.0,64.0,40.0,325.0,305.0,2.4,27.92,0.04,0.46,0.003,0.021
Jathial,H/RWP/RAW/09/S/1,959.0,7.9,1.53,527.0,6.2,310,23.57196261682243,89.0,120.0,54.0,22.0,225.0,88.0,2.1,1.416,0.03,0.27,0.002,1.37
,H/RWP/RAW/09/C/1,915.0,8.0,0.07,512.0,4.0,200,23.57196261682243,90.0,106.0,52.0,23.08,225.0,116.0,5.5,0.131,0.05,0.28,0.02,0.81
,H/RWP/RAW/09/C/2,901.0,7.8,1.5,504.0,4.4,220,23.57196261682243,99.0,109.0,54.0,22.0,225.0,114.0,5.2,0.161,0.04,0.27,0.024,0.12
Sheikh Zada,H/RWP/RAW/08/C/1,1129.0,7.9,3.03,621.0,8.7,435,23.57196261682243,32.0,65.0,10.0,3.64,40.0,150.0,1.1,7.408,0.11246780551905389,0.41,0.003,0.022
,H/RWP/RAW/08/C/2,934.0,7.3,0.25,513.0,8.6,430,23.57196261682243,82.0,44.0,40.0,19.4,180.0,87.0,3.6,12.71,0.11246780551905389,1.03,0.006,2.319
,H/RWP/RAW/07/C/1,1512.0,7.0,12.94,907.0,6.4,320,23.57196261682243,111.0,248.0,118.0,64.39,560.0,93.0,3.3,10.3,0.11246780551905389,0.49,0.008,0.002
,H/RWP/RAW/07/C/2,1334.0,7.1,0.01,800.0,6.8,340,23.57196261682243,141.0,104.0,120.0,45.0,485.0,89.0,3.0,38.5,0.11246780551905389,0.41,0.002,0.374
Warryama,H/RWP/RAW/05/S/1,895.0,7.7,2.12,519.0,6.2,310,23.57196261682243,50.0,58.0,84.0,26.0,320.0,75.0,13.9,3.301,0.01,0.37,0.006,2.31
Pial,H/RWP/RAW/04/S/1,402.0,7.5,0.66,647.0,3.4,170,23.57196261682243,20.0,8.0,44.0,7.0,140.0,28.0,6.0,0.6,0.11246780551905389,0.1,0.007,3.67
,H/RWP/RAW/04/C/1,442.0,7.8,1.74,221.0,9.0,250,23.57196261682243,35.0,12.0,44.0,29.0,240.0,115.0,2.0,0.658,0.11246780551905389,0.74,0.016,0.74
,H/RWP/RAW/04/C/2,1067.0,7.2,7.99,650.0,7.7,385,23.57196261682243,53.0,6.0,40.0,65.0,270.0,45.0,6.0,0.106,0.11246780551905389,0.61,0.16,0.49
Maira Mohra,H/RWP/RAW/03/S/1,1066.0,8.0,0.01,639.0,9.2,460,23.57196261682243,71.0,28.0,40.0,31.6,230.0,170.0,0.9,0.653,0.09,0.81,0.012,0.613
,H/RWP/RAW/03/C/1,1414.0,7.7,0.65,876.0,10.0,500,23.57196261682243,76.0,53.0,22.0,14.6,115.0,290.0,2.1,10.0,0.09,0.93,0.007,0.53
,H/RWP/RAW/03/C/2,647.0,6.9,0.16,375.0,6.6,330,23.57196261682243,21.0,16.0,116.0,18.0,340.0,26.0,5.6,0.663,0.09,0.1,0.009,0.511
Sangrial,H/RWP/RAW/02/S/1,317.0,7.3,37.68,174.0,3.0,150,23.57196261682243,11.0,23.0,50.0,7.3,155.0,9.0,3.2,4.567280442804428,0.01,0.24,0.051,0.441
,H/RWP/RAW/02/C/2,586.0,7.1,0.02,322.0,6.0,300,23.57196261682243,18.0,15.0,76.0,19.0,270.0,33.0,1.7,4.567280442804428,0.01,0.25,0.003,0.312
,H/RWP/RAW/01/C/2,4140.0,7.2,6.68,2695.0,14.2,710,23.57196261682243,425.0,410.0,360.0,129.0,1430.0,122.0,349.0,107.0,0.11246780551905389,0.15,0.007,0.341
,H/RWP/RAW/01/C/3,1096.0,7.3,0.01,657.0,7.2,360,23.57196261682243,46.0,91.0,118.0,42.0,470.0,71.0,5.1,17.0,0.11246780551905389,0.16,0.009,0.562
,C/RWP/K/49/C/2,896.0,7.6,0.03,538.0,8.6,430,23.57196261682243,89.0,58.0,126.0,84.0,660.0,96.0,1.3,0.782,0.03,1.18,0.03,0.972
,H/RWP/RWP/6/C/1,7.7,7.7,6.37,389.0,6.2,310,23.57196261682243,25.0,52.0,70.0,31.59,305.0,51.0,3.9,4.685,0.03,0.44,0.009,1.26
,H/RWP/RWP/6/C/2,720.0,7.7,0.37,396.0,6.0,300,23.57196261682243,22.0,52.0,70.0,31.59,305.0,54.0,1.9,6.685,0.03,0.44,0.006,0.793
"Shah Pur
Syadan",C/RWP/23/S/1,617.0,7.4,20.41,358.0,5.0,250,23.57196261682243,1.8,27.0,72.0,9.7,220.0,28.0,6.9,1.259,0.6,0.19,0.019,15.67
,C/RWP/23/C/1,514.0,7.5,0.06,282.0,3.9,195,23.57196261682243,21.0,23.0,60.0,12.0,200.0,28.0,9.1,5.06,0.65,0.17,0.017,13.35
,C/RWP/23./C/2,752.0,7.6,2.59,436.0,6.0,300,23.57196261682243,18.0,40.0,76.0,38.0,350.0,33.0,5.3,3.05,0.58,0.36,0.011,6.816
,E/RWP/13/C/1,527.0,7.2,0.02,305.0,4.8,240,23.57196261682243,14.0,20.0,80.0,15.0,260.0,17.0,1.4,0.7,0.01,0.3,0.005,0.322
Shadi Dhamial,C/RWP/RWP/60/S/1,1255.0,7.6,36.76,865.0,11.0,550,23.57196261682243,74.0,32.0,80.0,43.7,380.0,125.0,38.0,4.0,0.21,0.47,0.002,1.679
,C/RWP/RWP/60/C/1,788.0,7.3,0.01,441.0,6.9,345,23.57196261682243,8.0,20.0,80.0,36.4,350.0,37.0,0.5,8.5,0.27,0.39,0.005,1.037
,C/RWP/RWP/60/C/2,911.0,7.3,0.02,501.0,6.0,300,23.57196261682243,71.0,36.5,80.0,43.7,380.0,36.0,0.6,12.0,0.29,0.74,0.01,1.11
,C/RWP/RWP/60/C/3,963.0,7.2,3.61,529.0,6.6,330,23.57196261682243,53.0,28.0,100.0,34.0,390.0,33.0,0.4,14.4,0.31,0.67,0.02,0.977
Mughal,C/RWP/RWP/61 /S/1,875.0,8.3,12.78,481.0,9.0,450,23.57196261682243,18.0,43.0,60.0,29.1,270.0,115.0,1.2,1.5,0.3,0.49,0.09,2.33
,C/RWP/ RWP/ 61 /C/1,997.0,7.2,0.79,531.0,7.6,390,23.57196261682243,42.0,50.0,40.0,25.5,205.0,110.0,2.0,8.4,0.3,0.4,0.05,1.798
,C/RWP/RWP/61 /C/2,1052.0,7.1,0.72,649.0,8.0,400,23.57196261682243,46.0,93.0,84.0,23.0,305.0,108.0,2.0,5.5,0.31,0.27,0.001,1.493
,C/RWP/RWP/61 /C/3,1083.0,7.4,0.81,509.0,7.8,390,23.57196261682243,42.0,13.0,72.0,35.2,325.0,124.0,2.0,12.0,0.29,0.28,0.006,1.163
Dadocha,C/RWP/RWP/62/S/1,927.0,7.1,0.08,519.0,9.2,460,23.57196261682243,18.0,27.0,58.0,22.0,235.0,134.0,0.5,6.7,0.27,0.49,0.007,0.78
Khara Khan,C/RWP/RWP/67/S/1,837.0,8.0,32.24,460.0,6.8,340,23.57196261682243,39.0,8.2,56.0,26.7,250.0,102.0,3.0,1.6,0.35,0.32,0.2,0.635
,C/RWP/RWP/67/C/1,2100.0,7.7,0.02,1260.0,8.8,440,23.57196261682243,135.0,98.0,132.0,97.2,730.0,154.0,13.0,1.8,0.31,0.43,0.04,0.342
,C/RWP/RWP/67/C/2,891.0,7.5,7.95,490.0,7.2,360,23.57196261682243,53.0,6.7,84.0,26.7,320.0,70.0,4.0,1.9,0.32,0.33,0.08,0.275
Chack Amral,C/RWP/RWP/68/C/1,860.0,7.4,0.11,473.0,7.0,350,23.57196261682243,43.0,17.0,64.0,19.4,240.0,101.0,1.1,1.4,0.29,0.32,0.07,0.54
,C/RWP/RWP/68/C/2,855.0,7.4,0.09,470.0,7.1,355,23.57196261682243,40.0,14.0,64.0,22.0,250.0,98.0,0.9,1.3,0.27,0.33,0.005,0.311
Dhamial,C/RWP/RWP/54/S/1,1414.0,7.2,0.07,848.0,8.6,430,23.57196261682243,110.0,0.74,104.0,31.5,390.0,127.0,1.0,18.0,0.12,0.3,0.004,1.981
,C/RWP/RWP/54/S/2,1466.0,7.1,0.13,864.0,9.3,465,23.57196261682243,113.0,33.0,88.0,31.5,350.0,154.0,1.0,16.0,0.31,0.29,0.003,1.674
,C/RWP/RWP/54/C/1,1477.0,7.4,0.01,1019.0,9.3,465,23.57196261682243,117.0,38.0,76.0,38.8,350.0,141.0,1.0,15.0,0.1,0.29,0.006,0.857
,C/RWP/RWP/54/C/2,1532.0,7.7,0.04,919.0,8.6,430,23.57196261682243,167.0,18.0,76.0,38.8,350.0,127.0,3.0,3.4,0.11,0.27,0.02,1.116
Rupper,C/RWP/RWP/69/C/1,1567.0,7.4,22.11,940.0,8.4,420,23.57196261682243,121.0,54.0,52.0,59.5,375.0,217.0,1.1,2.1,0.25,0.45,0.01,1.223
,C/RWP/RWP/69/C/2,923.0,7.7,0.23,507.0,8.2,410,23.57196261682243,39.0,12.0,42.0,30.3,230.0,121.0,1.2,2.3,0.21,0.56,0.005,0.714
,C/RWP/RWP/69/C/3,1022.0,7.4,3.33,613.0,7.4,370,23.57196261682243,64.0,33.0,54.0,30.3,260.0,141.0,2.1,2.5,0.26,0.3,0.007,1.053
Bhall,C/RWP/RWP/70/S/1,2930.0,8.1,20.78,1758.0,5.0,250,23.57196261682243,628.0,377.0,80.0,29.1,320.0,407.0,5.0,1.0,0.23,0.9,0.02,4.11
,C/RWP/RWP/70/C/1,1885.0,7.2,4.19,1131.0,8.4,420,23.57196261682243,142.0,278.0,124.0,34.0,450.0,213.0,4.1,8.4,0.21,0.49,0.06,3.224
,C/RWP/RWP/70/C/2,1397.0,7.6,1.77,838.0,7.4,370,23.57196261682243,85.0,116.0,28.0,29.1,190.0,236.0,1.0,12.2,0.25,0.42,0.08,1.984
Banda Badhal,C/RWP/RWP/132/S/1,554.0,7.4,4.0,305.0,3.6,180,23.57196261682243,27.0,45.0,50.0,23.0,220.0,28.0,1.4,3.0,0.2,0.3,0.1,0.862
,C/RWP/RWP/132/C/1,563.0,7.4,3.8,310.0,4.0,200,23.57196261682243,25.0,47.0,50.0,24.0,225.0,30.0,1.6,3.0,0.23,0.26,0.08,0.372
,C/RWP/RWP/132/C/2,580.0,7.5,4.3,319.0,4.2,210,23.57196261682243,28.0,44.0,55.0,22.0,230.0,32.0,1.8,3.0,0.2,0.18,0.08,0.511
Afzalabad,C/P/RWP/RWP/131/C/1,820.0,7.4,1.0,451.0,5.3,265,23.57196261682243,54.0,75.0,70.0,26.0,280.0,68.0,3.5,2.5,0.3,0.5,0.03,0.357
,C/P/RWP/RWP/131/C/2,791.0,7.4,0.7,435.0,5.1,255,23.57196261682243,48.0,71.0,68.0,22.0,255.0,62.0,2.8,3.1,0.33,0.5,0.03,0.215
Rehmatabad,C/P/RWP/RWP/130/S/1,667.0,7.6,2.0,367.0,4.4,220,23.57196261682243,28.0,56.0,62.0,21.0,240.0,40.0,2.4,2.0,0.23,0.2,0.09,1.612
,C/P/RWP/RWP/130/C/1,690.0,7.7,2.7,380.0,4.7,235,23.57196261682243,31.0,60.0,65.0,21.0,250.0,43.0,2.6,2.0,0.26,0.2,0.1,0.559
,C/P/RWP/RWP/130/C/2,695.0,7.6,3.0,382.0,4.6,230,23.57196261682243,33.0,64.0,65.0,22.0,255.0,42.0,2.8,2.5,0.2,0.24,0.1,0.872
"Nai Abadi
Gangal",E/RWP/6/S/1,564.0,7.1,0.01,327.0,3.4,270,23.57196261682243,14.0,37.0,76.0,22.0,280.0,19.0,2.1,0.4,0.06,0.21,0.04,0.675
,E/RWP/6/C/1,569.0,7.1,0.06,330.0,3.4,270,23.57196261682243,14.0,38.0,72.0,26.0,285.0,18.0,1.6,0.5,0.05,0.29,0.04,0.556
Khotha Kalan,H/RWP/RWP/12/S/1,724.0,7.4,0.06,419.0,7.0,350,23.57196261682243,35.0,7.46,98.0,19.44,325.0,63.0,1.6,2.1,0.9,0.26,0.096,1.925
,H/RWP/RWP/12/C/1,724.0,7.4,0.06,419.0,7.0,350,23.57196261682243,35.0,7.46,98.0,19.44,325.0,63.0,1.6,2.1,0.9,0.26,0.01,1.087
Rantoora,C/RWP/RWP/82/C/1,605.0,7.3,4.0,333.0,4.6,230,23.57196261682243,36.0,32.0,48.0,32.0,250.0,35.0,2.3,2.5,0.1,0.3,0.05,2.214
,C/RWP/RWP/82/C/2,624.0,7.3,4.4,343.0,4.7,235,23.57196261682243,40.0,28.0,50.0,33.0,260.0,31.0,2.1,2.3,0.1,0.32,0.05,1.472
"Chack Bali
Khan",C/RWP/RWP/ 81/C/1,912.0,8.1,0.26,501.0,8.3,415,23.57196261682243,25.0,22.0,52.0,46.0,320.0,80.0,2.0,0.9,0.21,0.71,0.05,1.2
,C/RWP/RWP/81/C/2,2050.0,7.3,0.19,1230.0,6.0,350,23.57196261682243,170.0,186.0,70.0,70.0,465.0,180.0,1.2,2.0,0.07,0.34,0.019,1.167
Hayal Sharief,C/RWP/RWP/80/S/1,1403.0,7.3,0.02,842.0,8.8,460,23.57196261682243,35.0,112.0,78.0,38.0,350.0,163.0,3.5,7.0,0.27,0.5,0.02,0.016
,C/RWP/RWP/80/S/2,1405.0,7.4,2.53,843.0,8.0,440,23.57196261682243,39.0,98.0,72.0,41.0,350.0,154.0,2.4,8.0,0.21,0.5,0.03,0.103
Bilawal,C/RWP/RWP/77/S/1,592.0,7.5,0.18,325.0,4.4,220,23.57196261682243,35.0,0.21,52.0,17.0,200.0,74.0,2.0,0.19,0.15,0.25,0.4,0.813
New Gulzar-e-Quaid,E/RWP/RAW/15/S/1,643.0,7.1,15.59,373.0,5.1,255,23.57196261682243,18.0,48.0,76.0,29.0,310.0,19.0,2.0,0.05,0.05,0.24,0.005,1.149
"Chaklala
Village",E/RWP/RAW/17/S/1,584.0,7.2,0.04,339.0,5.4,270,23.57196261682243,11.0,24.0,64.0,25.0,265.0,18.0,2.0,0.54,0.17,0.4,0.007,0.374
,B/RWP/GUK/10/C/1,1156.0,8.1,1.81,716.0,6.6,330,23.57196261682243,106.0,103.0,48.0,30.0,245.0,152.0,4.0,0.4,0.08,0.3,0.03,0.696
Buchial,F/RWP/GUK/06/C/1,727.0,7.2,5.4,422.0,6.0,300,23.57196261682243,28.0,35.0,40.0,17.0,170.0,98.0,2.6,4.5,0.02,0.22,0.063,0.069
,F/RWP/GUK/06/C/2,1080.0,7.4,4.0,648.0,6.9,345,23.57196261682243,85.0,51.0,66.0,24.0,265.0,116.0,2.5,3.2,0.04,0.16,0.088,1.081
Qazian,F/RWP/GUK/21/C/1,706.0,7.5,0.06,780.0,7.0,350,23.57196261682243,25.0,24.0,56.0,50.0,345.0,77.0,4.1,2.59,0.02,0.46,0.003,0.214
,F/RWP/GUK/21/C/2,940.0,7.1,0.21,564.0,6.6,330,23.57196261682243,70.0,62.0,68.0,48.0,370.0,78.0,4.3,2.821,0.02,0.18,0.006,0.224
Bains Dhamwal,D/RWP/GUK/3/S/1,815.0,7.3,0.07,489.0,6.2,310,23.57196261682243,44.0,37.0,60.0,28.0,265.0,75.0,3.5,3.0,0.07,1.61,0.03,0.778
,D/RWP/GUK/3/C/1,817.0,7.4,0.44,490.0,6.2,310,23.57196261682243,44.0,38.0,56.0,29.0,260.0,75.0,3.5,3.5,0.05,0.2,0.06,0.967
Qazian Road,B/RWP/GUK/2/S/1,845.0,7.8,0.57,530.0,6.5,325,23.57196261682243,60.0,26.0,32.0,21.0,170.0,106.0,1.6,0.3,0.08,0.32,0.03,0.991
,B/RWP/GUK/2/C/1,788.0,7.5,0.23,465.0,7.4,370,23.57196261682243,21.0,21.0,40.0,32.0,235.0,93.0,3.3,2.3,0.08,0.25,0.04,0.689
Pind Bhala,D/RWP/GUK/5/S/1,807.0,8.3,85.0,484.0,6.6,330,23.57196261682243,31.0,45.0,24.0,22.0,150.0,122.0,5.1,0.3,0.14,0.4,0.7,2.329
,D/RWP/GUK/5/C/1,798.0,7.8,95.0,479.0,6.6,330,23.57196261682243,28.0,44.0,32.0,22.0,170.0,120.0,5.1,0.6,0.08,0.35,0.8,2.906
Bawel,F/RWP/GUK/20/S/1,1638.0,7.6,0.23,1015.0,4.0,200,23.57196261682243,213.0,190.0,140.0,24.3,450.0,152.0,4.9,6.8,0.06,0.79,0.01,2.718
,F/RWP/GUK/20/C/1,839.0,7.3,0.29,503.0,6.6,330,23.57196261682243,35.0,23.0,104.0,14.58,320.0,63.0,1.8,1.091,0.04,0.28,0.011,0.331
,F/RWP/GUK/20/C/2,850.0,7.3,0.33,510.0,4.8,240,23.57196261682243,46.0,28.0,104.0,12.15,310.0,52.0,2.2,1.01,0.02,0.2,0.003,1.146
Jhungal,F/RWP/GUK/77/C/1,1720.0,7.4,10.34,1032.0,7.9,395,23.57196261682243,283.0,187.0,60.0,29.0,270.0,361.0,2.0,8.3,0.27,0.49,0.04,1.213
,F/RWP/GUK/77/C/2,1095.0,7.5,5.16,657.0,8.2,410,23.57196261682243,74.0,77.0,60.0,12.0,200.0,274.0,2.0,2.7,0.23,0.47,0.08,0.841
,D/RWP/GUK/6/C/1,789.0,7.4,3.6,473.0,6.8,340,23.57196261682243,29.0,22.0,60.0,30.0,275.0,64.0,2.3,0.7,0.07,0.4,0.03,1.972
,D/RWP/GUK/7/C/1,1340.0,7.3,2.5,831.0,9.2,460,23.57196261682243,69.0,100.0,76.0,52.0,405.0,142.0,4.6,1.2,0.08,0.42,0.1,1.084
Barki Chohan,F/RWP/GUK/05/C/1,852.0,7.0,2.75,494.0,7.0,350,23.57196261682243,18.0,49.0,94.0,33.0,370.0,39.0,1.6,6.5,0.06,0.19,0.042,0.076
,F/RWP/GUK/05/C/2,569.0,7.3,27.12,318.0,4.5,225,23.57196261682243,25.0,26.0,42.0,18.0,180.0,50.0,3.9,3.5,0.07,0.17,0.149,1.04
Syed Kasran,D/RWP/GUK/09/S/1,513.0,7.6,0.233,282.0,2.5,125,23.57196261682243,46.0,48.0,28.0,23.0,165.0,52.0,8.3,4.567280442804428,0.19,0.31,0.9,2.298
,D/RWP/GUK/09/S/2,1783.0,8.2,10.4,1105.0,4.6,230,23.57196261682243,230.0,276.0,70.0,47.0,370.0,250.0,4.1,0.43,0.1,0.6,0.8,1.684
